NO LOAD			Charger			Bulb
7.93, 51.93, 6.55			12.35, 69.60, 5.63
7.88, 52.24, 6.63			10.96, 45.43, 4.15
8.71, 50.11, 5.75			12.20, 65.52, 5.37
7.55, 45.87, 6.08			12.60, 58.52, 4.65
8.45, 50.44, 5.97			11.95, 55.79, 4.67
8.76, 53.52, 6.11			11.55, 46.15, 4.00
8.35, 51.41, 6.16			12.22, 60.98, 4.99
8.63, 54.20, 6.28			12.58, 62.71, 4.99
9.12, 52.99, 5.81			11.73, 60.66, 5.17
8.58, 50.55, 5.89			12.02, 58.84, 4.90
8.59, 45.08, 5.25			12.35, 60.02, 4.86
8.46, 54.62, 6.46			12.26, 56.98, 4.65
9.18, 50.24, 5.47			11.67, 57.84, 4.96
9.28, 46.19, 4.98			11.70, 53.19, 4.55
9.19, 50.03, 5.45			11.81, 60.24, 5.10
8.73, 50.16, 5.74			10.97, 65.37, 5.96
7.97, 49.01, 6.15			12.99, 62.47, 4.81
8.55, 50.95, 5.96			11.62, 58.29, 5.01
9.31, 52.28, 5.61			11.52, 56.51, 4.91
8.43, 67.10, 7.96			12.46, 66.16, 5.31
9.43, 76.23, 8.09			12.57, 54.17, 4.31
8.32, 51.99, 6.25			12.07, 59.34, 4.92
8.46, 44.41, 5.25			12.00, 56.12, 4.68
8.82, 60.19, 6.82			12.64, 58.62, 4.64
7.40, 45.53, 6.15			11.87, 77.21, 6.50
8.31, 48.63, 5.85			12.60, 65.31, 5.18
7.99, 44.12, 5.52			12.76, 65.88, 5.16
7.95, 51.75, 6.51			11.89, 54.11, 4.55
7.92, 52.11, 6.58			13.42, 103.74, 7.73
8.09, 48.43, 5.99			11.18, 44.10, 3.94
8.59, 51.13, 5.95			12.41, 59.66, 4.81
7.89, 48.51, 6.14			12.07, 54.34, 4.50
7.60, 50.16, 6.60			12.16, 56.51, 4.65
7.88, 57.62, 7.31			12.69, 59.39, 4.68
8.53, 48.48, 5.68			11.72, 55.66, 4.75
7.54, 48.50, 6.44			12.35, 61.35, 4.97
7.85, 49.66, 6.33			12.50, 69.88, 5.59
7.81, 48.34, 6.19			12.16, 61.77, 5.08
8.09, 49.67, 6.14			11.73, 57.34, 4.89
7.47, 45.30, 6.07			11.60, 63.13, 5.44
7.18, 51.03, 7.11			11.25, 59.55, 5.29
7.12, 45.69, 6.42			11.48, 58.82, 5.12
8.25, 52.08, 6.32			11.35, 58.63, 5.17
7.46, 46.26, 6.20			10.88, 50.84, 4.67
8.72, 55.87, 6.41			11.04, 62.67, 5.68
7.84, 39.74, 5.07			11.35, 74.72, 6.59
8.21, 46.89, 5.71			11.12, 56.51, 5.08
8.88, 50.93, 5.74			11.71, 57.96, 4.95
7.87, 49.65, 6.31			11.67, 53.57, 4.59
8.67, 49.16, 5.67			11.36, 50.64, 4.46
8.51, 48.73, 5.73			11.31, 48.99, 4.33
8.16, 48.84, 5.99			11.08, 57.50, 5.19
7.53, 45.21, 6.00			11.84, 56.11, 4.74
8.28, 49.11, 5.93			11.86, 56.62, 4.77
7.85, 43.87, 5.59			11.85, 58.98, 4.98
8.03, 51.62, 6.43			11.60, 50.99, 4.40
7.94, 51.34, 6.47			11.92, 66.45, 5.58
7.77, 49.60, 6.39			11.08, 54.63, 4.93
7.97, 61.07, 7.66			10.68, 54.78, 5.13
7.34, 51.27, 6.98			11.33, 60.79, 5.37
7.61, 49.24, 6.47			11.36, 58.41, 5.14
6.78, 39.53, 5.83			11.64, 55.13, 4.74
6.68, 43.69, 6.54
7.44, 45.20, 6.08
6.86, 46.63, 6.80
7.76, 49.51, 6.38
7.61, 48.98, 6.44
7.17, 54.98, 7.67
7.08, 50.77, 7.17
8.19, 43.91, 5.36
7.42, 49.69, 6.69
6.55, 61.98, 9.46
7.15, 52.46, 7.34
7.17, 47.34, 6.60
7.12, 48.59, 6.83
6.47, 47.38, 7.32
7.81, 49.89, 6.39
7.32, 45.96, 6.28
8.25, 56.43, 6.84
7.24, 46.27, 6.39
7.75, 50.47, 6.51
8.14, 49.24, 6.05
7.84, 48.27, 6.16
7.44, 47.08, 6.33
7.74, 50.24, 6.49
7.54, 44.37, 5.88
6.61, 51.94, 7.86
8.18, 51.88, 6.34
7.59, 48.98, 6.45
6.85, 45.05, 6.58
7.50, 49.49, 6.60
5.85, 47.39, 8.10
8.08, 47.02, 5.82
7.48, 41.71, 5.58
7.74, 49.88, 6.44
7.99, 53.89, 6.74
8.45, 58.59, 6.93
7.80, 55.45, 7.11
7.98, 44.17, 5.54
7.24, 46.72, 6.45
7.00, 47.57, 6.80
7.30, 51.42, 7.04
7.35, 45.51, 6.19
7.74, 55.11, 7.12
7.11, 44.70, 6.29
7.74, 47.75, 6.17
7.55, 48.11, 6.37
7.57, 47.24, 6.24
7.66, 48.03, 6.27
6.87, 47.74, 6.95
8.45, 51.38, 6.08
7.79, 37.81, 4.86
7.27, 42.92, 5.90
8.48, 48.71, 5.75
7.53, 49.08, 6.52
9.18, 63.06, 6.87
9.58, 127.80, 13.34
7.50, 47.72, 6.37
8.51, 49.09, 5.77
7.36, 45.82, 6.22
6.87, 50.30, 7.32
8.33, 49.47, 5.94

SET 5 - Just before the set 3 of charger
9.67, 47.27, 4.89
9.53, 51.30, 5.38
9.45, 65.86, 6.97
9.56, 54.42, 5.69
10.31, 60.16, 5.84
9.67, 55.60, 5.75
9.35, 56.28, 6.02
10.24, 54.57, 5.33
10.54, 56.08, 5.32
9.10, 42.74, 4.70
9.24, 55.32, 5.99
9.80, 57.61, 5.88
9.37, 53.06, 5.66
9.98, 54.36, 5.44
10.07, 54.60, 5.42
9.62, 48.72, 5.06
9.10, 52.33, 5.75
9.94, 55.51, 5.58
9.04, 54.15, 5.99
10.21, 55.33, 5.42
8.99, 51.21, 5.70
10.33, 57.22, 5.54
9.84, 56.40, 5.73
9.32, 54.89, 5.89
9.50, 45.01, 4.74
9.23, 58.69, 6.36
10.05, 53.32, 5.31
9.32, 50.73, 5.44
9.83, 53.23, 5.42
8.85, 52.19, 5.90
9.07, 58.39, 6.44
9.46, 73.58, 7.77
8.86, 48.12, 5.43
9.85, 54.17, 5.50
9.54, 55.81, 5.85
8.64, 51.59, 5.97
10.55, 56.07, 5.32
10.23, 57.94, 5.66
9.97, 52.56, 5.27
10.36, 57.93, 5.59
9.32, 55.71, 5.97
9.13, 55.59, 6.09
9.86, 62.90, 6.38
9.49, 56.14, 5.92
9.24, 57.63, 6.24
9.62, 54.87, 5.70
9.72, 52.12, 5.36
9.45, 53.41, 5.65
9.67, 56.05, 5.80
10.01, 57.01, 5.70
9.44, 51.23, 5.43
9.50, 50.97, 5.36
9.03, 54.57, 6.04
9.70, 56.23, 5.80
9.33, 59.37, 6.37
10.51, 55.05, 5.24
9.64, 52.22, 5.42
9.31, 47.04, 5.05
8.55, 42.41, 4.96
9.37, 52.39, 5.59
9.94, 57.68, 5.80
9.31, 55.13, 5.92
9.22, 54.61, 5.93
9.72, 54.87, 5.65
9.65, 55.54, 5.75
9.84, 53.38, 5.43
9.59, 61.57, 6.42
9.41, 54.72, 5.82
10.09, 55.25, 5.47
10.26, 53.69, 5.23
9.44, 53.61, 5.68
9.13, 54.04, 5.92
8.93, 52.91, 5.92
9.10, 62.73, 6.89
9.49, 57.32, 6.04
9.15, 59.10, 6.46
10.29, 57.53, 5.59
9.36, 55.16, 5.90
10.76, 55.42, 5.15
9.59, 55.97, 5.83
9.22, 55.11, 5.98
10.01, 55.32, 5.53
9.65, 55.42, 5.74
10.34, 53.72, 5.20
9.95, 56.44, 5.67
10.16, 61.46, 6.05
10.78, 58.78, 5.45
9.76, 51.63, 5.29
9.83, 55.88, 5.68
9.44, 54.42, 5.76
9.55, 57.83, 6.06
9.38, 57.68, 6.15
10.04, 52.17, 5.20
9.85, 55.67, 5.65
9.43, 53.83, 5.71
9.91, 52.29, 5.28
9.19, 54.65, 5.95
9.99, 57.27, 5.73
9.26, 55.28, 5.97
9.86, 53.51, 5.43
10.08, 56.69, 5.63
10.21, 55.43, 5.43
9.81, 54.62, 5.57
10.31, 54.10, 5.25
9.49, 70.95, 7.48
8.81, 53.07, 6.02
8.74, 51.25, 5.87
8.74, 51.57, 5.90
9.28, 50.87, 5.48
8.37, 48.23, 5.76
9.86, 53.86, 5.46
9.34, 55.34, 5.92
8.78, 54.64, 6.23
9.06, 52.59, 5.81
9.58, 68.10, 7.11
7.98, 43.08, 5.40
8.47, 51.69, 6.11
8.19, 51.45, 6.29
8.86, 51.32, 5.79
8.32, 47.45, 5.70
8.37, 47.97, 5.73
9.46, 55.14, 5.83
8.19, 44.61, 5.45
8.72, 50.58, 5.80
8.50, 50.43, 5.93
9.40, 49.27, 5.24
8.95, 53.61, 5.99
9.31, 52.01, 5.59
8.82, 54.51, 6.18
9.21, 53.99, 5.86
8.90, 51.46, 5.78
9.25, 51.05, 5.52
9.22, 47.96, 5.20
9.56, 54.51, 5.70
8.91, 53.82, 6.04
7.94, 51.48, 6.48
8.57, 47.52, 5.55
8.61, 49.74, 5.77
8.43, 55.76, 6.62
8.12, 70.09, 8.63
9.31, 55.28, 5.94
7.75, 47.92, 6.18
8.62, 52.91, 6.14
9.25, 48.87, 5.29
9.12, 51.16, 5.61
8.71, 45.05, 5.17
8.58, 49.45, 5.76
9.33, 47.68, 5.11
9.71, 54.66, 5.63
8.37, 40.48, 4.84
8.33, 43.41, 5.21
7.89, 48.95, 6.21
7.88, 56.94, 7.23
7.97, 47.14, 5.91
7.26, 45.07, 6.21
8.08, 50.10, 6.20
8.09, 51.14, 6.32
8.83, 45.30, 5.13
8.13, 52.33, 6.43
9.28, 52.48, 5.65
8.15, 54.69, 6.71
8.71, 55.12, 6.33
8.53, 53.97, 6.33
8.17, 43.98, 5.39
8.67, 47.82, 5.52
8.09, 51.45, 6.36
8.53, 46.95, 5.50
8.62, 48.32, 5.60
8.33, 48.32, 5.80

SET 6 - after the set 3 of charger
8.85, 46.18, 5.22
8.90, 45.65, 5.13
8.69, 52.55, 6.05
9.01, 48.81, 5.42
9.22, 63.55, 6.89
8.69, 47.12, 5.42
8.84, 54.57, 6.17
8.41, 51.92, 6.17
9.42, 59.16, 6.28
9.99, 53.21, 5.33
9.42, 54.29, 5.76
9.52, 52.39, 5.51
8.83, 50.78, 5.75
8.55, 48.63, 5.69
9.17, 54.59, 5.95
9.92, 53.74, 5.42
9.22, 65.48, 7.10
9.40, 51.23, 5.45
8.87, 69.33, 7.81
9.89, 50.38, 5.09
8.94, 57.28, 6.41
9.31, 57.02, 6.12
9.41, 75.82, 8.06
9.45, 53.85, 5.70
9.63, 57.07, 5.92
8.64, 57.90, 6.70
10.55, 62.58, 5.93
9.74, 56.87, 5.84
10.02, 54.18, 5.41
9.74, 52.83, 5.42
9.46, 49.74, 5.26
9.16, 53.52, 5.84
9.21, 53.08, 5.76
8.72, 53.51, 6.14
8.86, 50.45, 5.69
10.00, 53.56, 5.35
9.62, 51.77, 5.38
9.15, 52.24, 5.71
10.19, 54.58, 5.35
9.36, 57.94, 6.19
9.15, 56.56, 6.18
9.76, 59.48, 6.10
9.14, 58.70, 6.42
9.09, 60.69, 6.68
9.16, 52.32, 5.71
10.07, 53.01, 5.26
9.08, 59.38, 6.54
9.75, 53.96, 5.54
9.27, 49.17, 5.31
9.97, 56.73, 5.69
9.95, 51.86, 5.21
9.61, 56.39, 5.87
9.15, 70.23, 7.67
9.31, 57.09, 6.13
10.09, 55.71, 5.52
9.07, 52.32, 5.77
9.99, 64.16, 6.42
9.01, 50.62, 5.62
9.05, 46.85, 5.18
9.36, 55.30, 5.91
9.47, 49.97, 5.28
8.42, 43.51, 5.17
9.39, 57.39, 6.11
9.42, 52.28, 5.55
9.33, 53.60, 5.74
8.91, 51.80, 5.81
9.99, 58.08, 5.82
10.20, 53.86, 5.28
9.50, 64.86, 6.83
9.64, 51.17, 5.31
8.77, 42.13, 4.80
9.81, 57.67, 5.88
9.50, 47.54, 5.01
10.63, 60.63, 5.70
8.90, 50.45, 5.67
9.43, 48.85, 5.18
9.58, 56.83, 5.93
9.25, 52.83, 5.71
9.74, 56.90, 5.84
10.17, 57.50, 5.65
9.11, 50.06, 5.50
8.76, 51.14, 5.84
8.92, 47.68, 5.35
8.77, 46.93, 5.35
8.22, 44.62, 5.43

SET 7 - after set 2 of light
14.14, 69.29, 4.90
10.29, 52.80, 5.13
11.35, 63.10, 5.56
12.13, 56.60, 4.67
11.36, 56.02, 4.93
10.81, 56.61, 5.24
11.04, 77.32, 7.00
11.76, 57.66, 4.90
10.84, 58.64, 5.41
11.57, 58.50, 5.06
11.52, 58.93, 5.11
10.68, 61.93, 5.80
12.55, 60.63, 4.83
11.47, 66.38, 5.79
12.24, 65.13, 5.32
12.47, 66.85, 5.36
11.35, 64.10, 5.65
12.08, 57.93, 4.79
12.05, 62.13, 5.16
11.87, 58.76, 4.95
11.51, 65.89, 5.72
11.01, 59.55, 5.41
11.84, 56.19, 4.75
11.02, 57.77, 5.24
12.71, 62.96, 4.95
11.48, 58.99, 5.14
12.04, 69.21, 5.75
11.89, 60.84, 5.12
11.31, 68.14, 6.02
10.77, 52.70, 4.89
12.66, 63.46, 5.01
10.35, 59.12, 5.71
12.14, 57.56, 4.74
11.67, 57.01, 4.89
11.60, 62.83, 5.41
11.39, 60.04, 5.27
12.78, 62.02, 4.85
11.97, 62.31, 5.20
12.57, 69.72, 5.55
12.90, 61.14, 4.74
12.39, 64.90, 5.24
11.69, 62.63, 5.36
11.59, 57.90, 4.99
10.89, 55.56, 5.10
11.99, 59.58, 4.97
11.27, 58.04, 5.15
10.97, 56.32, 5.13
11.97, 63.39, 5.30
12.14, 63.32, 5.21
12.43, 56.93, 4.58
12.72, 61.33, 4.82
12.71, 61.84, 4.87
11.50, 65.67, 5.71
12.13, 73.46, 6.06
12.24, 64.61, 5.28
11.45, 62.32, 5.44
11.71, 60.50, 5.17
11.94, 60.29, 5.05
11.66, 57.49, 4.93
11.90, 64.51, 5.42
12.35, 58.94, 4.77
11.86, 57.89, 4.88
12.63, 63.10, 5.00
12.45, 60.12, 4.83
12.09, 66.88, 5.53
11.99, 62.89, 5.24
11.36, 58.52, 5.15
12.05, 68.43, 5.68
11.92, 60.16, 5.05
11.62, 81.87, 7.04
12.45, 62.43, 5.02
12.95, 62.80, 4.85
12.95, 59.53, 4.60
12.22, 64.62, 5.29
12.19, 59.29, 4.86
11.95, 66.62, 5.58
11.36, 52.41, 4.61
12.10, 59.98, 4.96
10.59, 58.83, 5.55
11.88, 56.35, 4.75
10.97, 63.47, 5.79
11.46, 59.12, 5.16
10.91, 62.22, 5.70
11.47, 60.59, 5.28
10.74, 55.92, 5.21
11.71, 61.19, 5.23
11.70, 59.07, 5.05
10.30, 49.84, 4.84
11.25, 55.81, 4.96
11.16, 57.38, 5.14
11.08, 58.68, 5.30
11.55, 62.40, 5.40
11.10, 57.00, 5.14
10.06, 54.83, 5.45
10.66, 54.99, 5.16
11.35, 58.23, 5.13
11.36, 57.79, 5.09
11.01, 52.57, 4.78
11.09, 62.75, 5.66
10.45, 57.39, 5.49
10.73, 59.45, 5.54
11.32, 58.06, 5.13
10.21, 60.36, 5.91
10.64, 53.95, 5.07
9.69, 59.56, 6.15
10.91, 60.79, 5.57
11.01, 58.32, 5.30
9.85, 55.87, 5.67
10.93, 57.17, 5.23
10.56, 55.65, 5.27
10.88, 59.55, 5.47
10.92, 57.84, 5.29
12.24, 65.35, 5.34
10.55, 63.17, 5.99
10.95, 59.39, 5.42
10.28, 58.16, 5.65
9.78, 57.17, 5.85
10.05, 53.93, 5.37
9.67, 55.56, 5.74
10.03, 54.67, 5.45
10.46, 58.49, 5.59
10.53, 53.09, 5.04
9.76, 51.21, 5.25
11.14, 58.79, 5.28
11.00, 56.14, 5.10
9.61, 57.39, 5.97
9.40, 57.30, 6.09
9.03, 57.95, 6.42
10.40, 57.88, 5.57
10.54, 46.45, 4.41
11.28, 61.10, 5.42
11.36, 61.91, 5.45
10.89, 60.27, 5.53
10.05, 54.43, 5.42
11.24, 60.38, 5.37
10.77, 57.91, 5.38
9.70, 48.60, 5.01
10.56, 69.36, 6.57
10.92, 58.76, 5.38
10.14, 60.79, 6.00
11.39, 62.24, 5.47
10.06, 56.26, 5.59
10.44, 70.49, 6.75
11.45, 66.95, 5.85
10.85, 56.49, 5.21
11.32, 58.37, 5.16
11.32, 56.28, 4.97
10.12, 52.55, 5.19
9.56, 66.92, 7.00

SET 8- After SET 7 of no load,
This happens after I remove the bulb and charger connected
NOTE: ITS still off
9.83, 56.99, 5.80
9.87, 57.50, 5.83
10.40, 61.45, 5.91
10.72, 58.78, 5.48
11.36, 59.84, 5.27
10.33, 56.61, 5.48
11.03, 60.90, 5.52
10.88, 57.33, 5.27
10.10, 61.86, 6.12
11.13, 58.55, 5.26
10.71, 53.30, 4.98
10.54, 59.11, 5.61
9.66, 54.62, 5.65
9.85, 56.54, 5.74
9.03, 50.23, 5.56
9.76, 50.82, 5.21
9.33, 51.31, 5.50
9.13, 52.44, 5.74
9.39, 47.16, 5.02
9.58, 53.05, 5.54
8.99, 48.22, 5.36
9.30, 52.79, 5.67
8.62, 75.20, 8.72
9.32, 76.47, 8.21
9.07, 55.94, 6.17
9.89, 56.56, 5.72
8.64, 43.00, 4.98
9.70, 64.07, 6.61
8.99, 54.09, 6.02
10.13, 49.54, 4.89
8.68, 49.51, 5.70
8.22, 48.54, 5.91
9.28, 49.03, 5.28
8.52, 48.69, 5.72
9.03, 52.45, 5.81
9.06, 56.31, 6.21
7.89, 49.60, 6.29
8.71, 44.40, 5.10
8.82, 54.67, 6.20
8.43, 48.84, 5.79
9.56, 48.62, 5.08
8.43, 46.19, 5.48
8.42, 46.79, 5.56
9.63, 51.09, 5.30
8.44, 43.85, 5.19
8.03, 53.54, 6.67
10.32, 48.69, 4.72
8.63, 47.36, 5.49
8.32, 47.20, 5.68
8.85, 50.06, 5.66
9.13, 52.24, 5.72
9.08, 55.48, 6.11
8.69, 47.42, 5.45
8.43, 47.56, 5.64
9.12, 58.81, 6.45
8.96, 67.75, 7.56
8.02, 55.47, 6.92
9.18, 54.45, 5.93
8.13, 48.82, 6.01
8.06, 49.59, 6.15
9.11, 50.76, 5.57
8.81, 51.96, 5.90
9.36, 57.74, 6.17
8.70, 44.14, 5.08
7.88, 38.59, 4.90
8.64, 50.64, 5.86
8.61, 48.48, 5.63
7.87, 51.99, 6.60
8.89, 52.65, 5.92
8.62, 47.09, 5.46
7.95, 51.32, 6.46
8.88, 47.92, 5.39
8.46, 45.96, 5.44
9.23, 67.47, 7.31
9.55, 52.46, 5.49
8.07, 53.34, 6.61
8.79, 46.91, 5.34
7.83, 52.38, 6.69
8.99, 49.68, 5.53
8.55, 48.18, 5.64
7.93, 47.26, 5.96
8.98, 57.77, 6.43
8.56, 51.40, 6.01
8.23, 41.54, 5.05
9.22, 50.08, 5.43
9.35, 55.40, 5.93
8.48, 50.46, 5.95
8.52, 53.54, 6.28
7.41, 45.72, 6.17
9.03, 48.17, 5.34
8.84, 49.93, 5.65
8.50, 46.62, 5.48
7.81, 45.08, 5.77
7.95, 54.09, 6.81
8.17, 51.90, 6.35
8.32, 51.98, 6.25
8.06, 62.38, 7.74
8.70, 45.20, 5.19
8.64, 66.16, 7.66
8.86, 51.02, 5.76
8.81, 52.76, 5.99
8.11, 50.36, 6.21
8.20, 47.93, 5.85
8.47, 52.27, 6.17
9.03, 58.21, 6.45
8.42, 47.63, 5.66
7.67, 44.84, 5.84
8.51, 54.14, 6.36
8.00, 53.98, 6.75
8.22, 47.07, 5.73
8.09, 49.72, 6.14
8.44, 46.59, 5.52
8.04, 60.84, 7.57
8.48, 51.22, 6.04
9.34, 50.87, 5.45
8.02, 45.54, 5.68
7.93, 46.54, 5.87
7.54, 46.77, 6.20
7.79, 48.15, 6.18
7.49, 42.69, 5.70
7.80, 43.23, 5.55
9.23, 53.53, 5.80
9.05, 63.10, 6.97
9.21, 57.07, 6.19
8.00, 46.76, 5.85
8.06, 52.58, 6.52
8.01, 58.87, 7.35
8.58, 53.10, 6.19
7.88, 47.85, 6.07
7.81, 46.14, 5.91
7.96, 46.79, 5.88
7.90, 47.40, 6.00
7.89, 46.34, 5.87
8.25, 45.75, 5.55
7.98, 52.64, 6.60
8.69, 49.08, 5.64
8.19, 44.12, 5.39
8.87, 50.12, 5.65
8.26, 43.08, 5.22
8.11, 49.74, 6.14
9.03, 52.93, 5.86
8.66, 53.62, 6.19
7.91, 55.80, 7.05
8.79, 46.52, 5.29
8.66, 51.73, 5.97
8.15, 44.64, 5.48
8.93, 54.64, 6.12
8.20, 48.36, 5.90
8.84, 47.87, 5.41
8.92, 56.93, 6.38
7.66, 37.44, 4.89
8.67, 49.07, 5.66
7.99, 47.90, 6.00
8.88, 50.10, 5.64
10.23, 51.51, 5.04
7.43, 44.49, 5.99
8.91, 48.34, 5.42
8.02, 40.95, 5.10
7.91, 43.67, 5.52
8.58, 49.28, 5.75
8.32, 47.14, 5.67
8.40, 52.53, 6.25
8.67, 51.89, 5.99
8.27, 51.33, 6.21
9.01, 44.15, 4.90
7.97, 42.07, 5.28
8.57, 48.73, 5.69
8.88, 49.44, 5.57

SET 9- after set 4 of charger
11.30, 51.02, 4.52
12.03, 62.23, 5.17
10.96, 59.23, 5.41
9.11, 56.80, 6.23
9.25, 49.38, 5.34
9.21, 53.40, 5.80
9.01, 52.17, 5.79
8.73, 45.99, 5.27
8.90, 51.17, 5.75
8.97, 48.32, 5.39
9.19, 56.82, 6.18
10.75, 54.69, 5.09
9.48, 52.39, 5.52
9.17, 52.32, 5.71
9.13, 55.94, 6.13
9.11, 50.99, 5.60
10.46, 52.55, 5.02
9.02, 49.71, 5.51
9.05, 46.84, 5.18
9.68, 56.89, 5.87
10.15, 68.39, 6.74
9.30, 51.38, 5.53
9.10, 51.25, 5.63
9.93, 55.70, 5.61
9.21, 58.99, 6.41
9.57, 56.97, 5.96
9.24, 55.65, 6.02
9.03, 51.62, 5.72
9.91, 67.29, 6.79
8.90, 54.74, 6.15
9.20, 56.98, 6.19
8.94, 53.01, 5.93
8.88, 50.95, 5.74
9.78, 51.65, 5.28
9.49, 50.79, 5.35
8.65, 39.65, 4.58
8.87, 55.05, 6.20
9.22, 55.40, 6.01
9.56, 55.78, 5.84
9.21, 53.21, 5.78
9.14, 56.72, 6.21
9.37, 52.03, 5.55
9.76, 49.80, 5.10
9.43, 55.38, 5.87
10.65, 65.77, 6.18
9.31, 51.13, 5.49
9.00, 54.25, 6.03
10.09, 56.15, 5.57
8.26, 47.30, 5.73
9.74, 56.78, 5.83
10.56, 57.77, 5.47
9.35, 51.16, 5.47
10.01, 50.39, 5.03
9.76, 55.36, 5.67
8.68, 55.08, 6.34
9.70, 52.05, 5.37
9.00, 57.43, 6.38
9.02, 67.84, 7.52
8.98, 50.07, 5.57
9.69, 54.66, 5.64
9.43, 53.04, 5.63
8.66, 55.20, 6.38
9.43, 56.71, 6.01
9.45, 57.82, 6.12
9.21, 52.05, 5.65
9.05, 59.15, 6.54
9.55, 51.79, 5.42
8.41, 46.21, 5.50
9.31, 52.49, 5.64
8.81, 54.26, 6.16
9.46, 57.96, 6.12
9.09, 49.67, 5.46
9.27, 55.06, 5.94
9.02, 51.38, 5.70
9.52, 48.16, 5.06
9.22, 54.52, 5.91
8.68, 47.85, 5.51
9.99, 50.15, 5.02
8.77, 55.12, 6.28
9.68, 53.33, 5.51
8.92, 51.09, 5.73
8.46, 41.58, 4.91
9.58, 53.08, 5.54
9.24, 56.19, 6.08
9.60, 56.52, 5.89
9.99, 74.04, 7.41
9.09, 53.12, 5.85
9.15, 52.66, 5.75
9.91, 57.51, 5.80
8.75, 48.53, 5.54
10.13, 52.50, 5.18
9.09, 52.09, 5.73
10.04, 53.36, 5.31
9.46, 51.95, 5.49
9.67, 54.99, 5.68
8.42, 48.88, 5.81
9.67, 55.83, 5.77
8.34, 54.06, 6.48
9.90, 46.96, 4.74
9.22, 55.18, 5.99
9.24, 53.62, 5.80
9.70, 54.15, 5.58
9.06, 50.42, 5.57
9.75, 58.46, 5.99
9.92, 54.30, 5.47
8.84, 52.56, 5.94
9.67, 52.90, 5.47
9.45, 59.16, 6.26
8.37, 57.82, 6.91
8.53, 45.20, 5.30
9.00, 54.55, 6.06
9.89, 56.83, 5.75
9.62, 54.49, 5.67
8.82, 52.89, 6.00
9.77, 49.90, 5.11
9.15, 48.78, 5.33
8.66, 59.81, 6.90
8.14, 44.69, 5.49
7.94, 45.60, 5.74
8.20, 49.64, 6.06
8.44, 50.94, 6.04

SET 10- After set 9 of no load
This happens when I remove the charger and add the bulb
But still no power given
8.55, 55.02, 6.44
9.19, 52.38, 5.70
9.90, 65.46, 6.61
8.57, 41.38, 4.83
10.97, 55.06, 5.02
11.22, 61.85, 5.51
10.60, 57.94, 5.47
12.74, 59.58, 4.68
10.37, 54.29, 5.23
10.95, 57.23, 5.23
11.41, 61.04, 5.35
10.66, 55.55, 5.21
10.65, 56.70, 5.32
11.00, 55.12, 5.01
10.39, 58.74, 5.65
11.49, 57.26, 4.98
10.67, 56.24, 5.27
10.68, 55.33, 5.18
11.49, 60.58, 5.27
10.98, 57.12, 5.20
10.94, 55.70, 5.09
10.99, 60.73, 5.53
10.30, 56.69, 5.50
9.73, 53.49, 5.50
10.51, 60.57, 5.76
8.94, 45.19, 5.05
10.58, 57.88, 5.47
10.27, 60.76, 5.92
9.82, 53.29, 5.43
10.72, 54.94, 5.13
9.58, 50.35, 5.25
10.14, 53.46, 5.27
10.07, 57.88, 5.74
9.29, 55.18, 5.94
10.17, 55.72, 5.48
10.34, 54.06, 5.23
9.72, 55.60, 5.72
11.07, 54.22, 4.90
10.32, 55.27, 5.35
10.11, 53.58, 5.30
10.56, 60.05, 5.69
9.56, 56.55, 5.92
10.34, 58.31, 5.64
10.05, 50.65, 5.04
10.41, 58.55, 5.62
10.17, 51.37, 5.05
10.48, 52.26, 4.98
10.52, 63.01, 5.99
11.60, 57.33, 4.94
10.23, 53.72, 5.25
10.19, 56.43, 5.54
9.87, 49.63, 5.03
10.57, 59.64, 5.64
10.66, 53.56, 5.03
10.43, 51.49, 4.94
9.55, 55.33, 5.80
9.10, 51.05, 5.61
10.02, 58.84, 5.87
10.19, 58.60, 5.75
10.73, 59.03, 5.50
9.88, 58.15, 5.89
8.86, 39.35, 4.44
10.97, 52.33, 4.77
10.04, 52.29, 5.21
10.28, 53.88, 5.24
10.68, 67.76, 6.35
10.38, 56.76, 5.47
11.11, 74.10, 6.67
11.00, 60.66, 5.52
10.35, 51.09, 4.93
10.66, 62.76, 5.89
10.36, 60.90, 5.88
11.03, 59.25, 5.37
10.12, 50.81, 5.02
9.91, 50.19, 5.07
10.45, 79.76, 7.63
10.49, 52.01, 4.96
9.81, 53.53, 5.46
10.13, 55.19, 5.45
10.27, 54.85, 5.34
10.00, 45.78, 4.58
10.15, 57.62, 5.68
9.61, 48.23, 5.02
9.66, 49.75, 5.15
9.97, 54.09, 5.42
10.04, 55.04, 5.48
10.16, 56.08, 5.52
9.91, 57.11, 5.76
9.96, 52.57, 5.28
9.08, 57.32, 6.31
9.53, 48.33, 5.07
9.85, 59.42, 6.03
11.21, 59.93, 5.35
10.02, 62.16, 6.20
10.40, 63.24, 6.08
10.07, 55.52, 5.51
10.31, 59.09, 5.73
9.84, 54.98, 5.59
9.63, 76.24, 7.92
10.36, 54.23, 5.23
10.09, 65.22, 6.46
10.43, 49.61, 4.76
10.76, 48.10, 4.47
10.35, 62.10, 6.00
10.95, 68.28, 6.23
9.98, 48.84, 4.89
10.69, 57.48, 5.38
11.10, 62.48, 5.63
9.17, 50.21, 5.47
10.94, 60.94, 5.57
10.98, 56.51, 5.15
9.62, 50.53, 5.25
